question_index,question_id,question,eigenscore,ln_entropy,avg_token_prob,lexical_similarity,length_mean,length_std,label
229,tc_2736,What kind of an organism is a truffle?,4.674869,0.41558,0.794375,0.359312,145.5,25.74,0
230,tc_2740,What is the name of the strong material found in plant cell walls?,4.818513,0.228841,0.885331,0.617707,169.9,8.32,0
231,tc_2744,What name is given to the change of state from liquid to gas?,5.265913,0.271696,0.850992,0.448857,178.1,20.09,1
232,tc_2758,"Which branch of science has four fundamental principles: addition, subtraction, multiplication, and division.",4.962712,0.391249,0.793437,0.254125,193.2,54.93,0
233,tc_2767,What is the force that opposes the relative motion of two bodies that are in contact?,4.582127,0.176817,0.906702,0.665977,203.3,17.88,0
234,tc_2805,What is the fastest animal on two legs?,1.21582,0.278207,0.860778,0.458796,86.7,66.96,0
235,tc_2806,What is the green pigment used by plants to trap sunlight?,3.674252,0.203893,0.895545,0.558018,178.2,16.04,0
236,tc_2814,What id the name given to the study of birds?,5.091925,0.372976,0.791573,0.363028,129.1,61.36,0
237,tc_2816,"Of which reptile are there only two species, one living in the Mississippi and the other in China?",5.125333,0.383341,0.803349,0.452275,181.6,7.31,0
238,tc_2818,"What type of seaweed grows up to 100 meters in length, and is farmed for its alginates?",4.861078,0.544632,0.728945,0.229908,137.1,72.74,0
239,tc_2829,Where in a vertebrate would you find the protein myoglobin?,4.333073,0.362221,0.807498,0.406977,181.4,16.23,1
240,tc_2833,"What is the most abundant substance in the plant kingdom, which no mammal produces the enzyme to digest?",3.044297,0.24075,0.886816,0.552932,185.6,64.3,0
241,tc_2834,"Which family of insects has species named 'drivers', 'weavers', 'and even individuals called 'soldiers'?",4.932779,0.491953,0.75827,0.319897,158.7,61.14,0
242,tc_2836,What name is given to the study of animal behavior?,5.23473,0.329823,0.840015,0.438366,198.2,19.57,0
243,tc_2838,Mosses are classified as belonging to which part of the plant kingdom?,4.749824,0.352813,0.827511,0.442375,199.6,31.02,1
244,tc_2841,"Which rodent rears its young, called kittens, in a nest called a drey?",-3.54774,0.090409,0.949476,0.737912,86.1,25.64,0
245,tc_2849,What has a central vein called a midrib?,5.185309,0.530691,0.732187,0.239826,106.3,82.93,0
246,tc_2850,"Which mammal constructs a lodge in which to store food, rear young, and pass the winter?",2.620916,0.359899,0.829823,0.26905,110.1,52.33,0
247,tc_2861,What is the generic word for plants that grow in water or water-logged conditions?,5.248261,0.363694,0.818856,0.350958,163.6,65.07,0
248,tc_2900,"Which teeth are the third molars, and are always the last to0 erupt?",4.918629,0.426807,0.760446,0.448832,171.4,43.3,0
249,tc_2901,What is secreted by the pancreas to regulate blood sugar levels?,3.448615,0.123222,0.92756,0.721636,173,15.13,0
250,tc_2914,How many chambers has the heart?,4.975738,0.637316,0.723866,0.266222,127.7,69.42,0
251,tc_2926,What is the name of the large buttock and thigh muscle?,3.411984,0.153223,0.922774,0.761756,167.1,16.63,0
252,tc_2930,"When the egg is released from the ovary, what is left behind?",5.114043,0.403312,0.788925,0.338502,178.6,24.19,0
253,tc_2956,What is the scientific name for the heart's pacemaker?,1.668221,0.278693,0.868145,0.495738,122.1,68.68,0
254,tc_2957,Which hormone helps control ovulation?,5.517124,0.365941,0.8108,0.278576,196.6,22.18,0
255,tc_2973,What is the second most common gas in the atmosphere?,2.359051,0.449062,0.740208,0.294011,96.7,83.43,0
256,tc_3016,What is the term for nutrient enrichment of lakes?,4.70582,0.300941,0.841243,0.47036,214,38.63,1
257,tc_3026,Five-legged creatures have damaged which 1250 mile long wonder of the world?,5.159428,0.400697,0.81027,0.347548,156.5,72.23,0
258,tc_3033,Which radioactive substance sometimes occurs naturally in spring water?,5.165336,0.401123,0.788527,0.348208,192.1,25.96,0
259,tc_3039,What is the approximate circumference of the earth?,4.81612,0.546671,0.71096,0.255539,144,72.0,1
260,tc_3070,"Which common mineral is used to make casts, moulds, blackboard chalk and plaster of Paris?",5.385535,0.243577,0.866157,0.408602,173.7,16.44,1
261,tc_3086,What name was given to the invisible material once thought to occupy all space?,5.196191,0.35338,0.799441,0.426719,164.6,55.11,1
262,tc_3119,From which areas of space can there be no escape?,5.383209,0.402762,0.792919,0.351449,178.2,16.12,0
263,tc_3120,Who was the first man to walk on the Moon?,5.194916,0.266405,0.865059,0.345799,183.5,22.69,0
264,tc_3129,Proteus and Nereid are moons of which planet?,4.767696,0.274606,0.841024,0.495977,167.9,10.99,0
265,tc_3130,What is the Milky Way?,5.416749,0.417788,0.771094,0.355333,200.3,30.8,0
266,tc_3155,Which force is nothing more than the bending of space and time?,5.221441,0.558196,0.716693,0.236331,133.4,88.08,0
267,tc_3156,"Which star is as bright as 23 Suns, and is orbited by the Pup?",5.344239,0.457259,0.754423,0.354409,160.4,58.61,0
268,qz_2,What are the three primary colours of light?,4.9909,0.348648,0.813121,0.357676,124.1,73.76,0
269,qz_63,In what film did Oprah Winfrey make her big screen acting debut?,5.156576,0.32911,0.830798,0.352021,182.9,15.88,0
270,qz_68,What is the second lightest chemical element?,4.360397,0.248247,0.876246,0.55664,168.4,33.18,0
271,qz_74,"Used in mathematics, what is the value of Pi to three decimal places?",5.292692,0.300111,0.845919,0.223714,116.8,46.94,0
272,qz_76,"What colour is the number 10 on the door of 10 Downing Street? White, Yellow or Brown?",4.866199,0.353114,0.803545,0.240263,126.6,71.58,0
273,qz_77,What was advertised with Eva Herzagovia using the slogan hello boys?,4.699886,0.474465,0.75606,0.300797,142.4,68.49,1
274,qz_78,What number in Bingo is sometimes referred to as Heinz varieties?,5.082801,0.442123,0.779894,0.268507,165.9,30.54,1
275,qz_107,"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",4.884483,0.474225,0.763134,0.276674,196.2,15.66,0
276,qz_122,How many verses make up the national anthem God Save The Queen?,5.046253,0.346933,0.806881,0.378618,198.8,23.72,0
277,qz_127,What colour is the cross on the national flag of Switzerland?,5.518165,0.48163,0.793312,0.359028,138.8,67.83,0
278,qz_135,Who was the American President when the Berlin Wall was constructed?,5.36833,0.2009,0.885006,0.574892,198.8,6.71,1
279,qz_147,What is the minimum number of darts a person needs to throw to complete a leg from 501?,4.751061,0.397136,0.793583,0.405895,191.1,19.61,1
280,qz_148,What was the first British football team to win the European Cup?,4.478607,0.294624,0.840398,0.45458,190.2,11.81,1
281,qz_186,What is the most popular natural attraction in Alaska?,2.760913,0.31178,0.870938,0.600845,174.6,57.03,0
282,qz_188,"What type of acid is extracted from the juice of lemons, oranges, limes, and grapefruit?",5.383909,0.291687,0.838807,0.395229,185.8,19.32,0
283,qz_196,How many pieces are there in a standard set of dominoes?,4.551661,0.380399,0.799605,0.370749,158.3,52.69,1
284,qz_204,What is the acronym for the agency which provides co-operation between police forces worldwide?,-3.570122,0.182349,0.918556,0.655309,177.4,89.28,0
285,qz_250,"What were Benjy and Laska, which were sent into space in 1958?",4.909843,0.423988,0.781845,0.43564,165,33.66,1
286,qz_256,In what year in the 20th century was the Miss World contest held for the first time?,4.872378,0.203353,0.892359,0.56892,191.2,16.46,1
287,qz_267,In which year was the Encyclopedia Britannica first published?,5.321992,0.330009,0.824728,0.385536,190.5,12.62,0
288,qz_298,"On the London Underground, which is the only line to connect at some point with every other line on the system?",5.143397,0.369096,0.816571,0.443226,197.9,24.17,1
289,qz_340,Who wrote The Importance Of Being Earnest?,0.352675,0.145233,0.920315,0.592561,168.4,8.47,0
290,qz_347,"Thomas Edison, who invented the lightbulb, was afraid of the dark?",5.13297,0.399415,0.793015,0.281307,158.2,36.41,1
291,qz_349,Taphephobia is the fear of losing your teeth?,5.094477,0.486613,0.759108,0.282475,152.6,42.4,1
292,qz_351,The letter t is the second most common letter used in the English language?,4.361387,0.177644,0.898977,0.711089,187.6,23.9,1
293,qz_374,"The invention of what in 1867, made Alfred Nobel famous?",5.171627,0.340523,0.829106,0.400242,172.2,14.92,0
294,qz_385,What is the most populated city in America?,4.344812,0.197582,0.8951,0.589299,171.3,10.27,0
295,qz_418,What is the only letter of the alphabet which does not appear in any of the names of the 50 American states?,2.631588,0.440513,0.806555,0.513243,154.6,73.53,0
296,qz_429,What was the Spice Girls' debut single called?,4.03439,0.171955,0.900598,0.601125,158.9,13.49,0
297,qz_430,What are the only two musical notes which have no flats?,4.615318,0.311107,0.836451,0.450133,156.8,13.34,0
298,qz_438,"From which country do French fries originate? France, Belgium or Switzerland?",5.079753,0.616139,0.689752,0.24445,183.5,18.08,0
299,qz_453,For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award?,4.090575,0.226383,0.879056,0.453813,185.2,10.12,0
300,qz_547,What is the longest word can be typed using only the top row of letters on a typewriter?,4.940321,0.522193,0.735164,0.105397,77.3,71.98,0
301,qz_603,In which city would you find O'Hare International Airport?,5.192415,0.365204,0.818584,0.344295,190.7,9.13,0
302,qz_608,Which Asian country was once called Siam?,5.193244,0.339512,0.817026,0.415474,181,12.06,0
303,qz_611,What are the names of Donald Duck's three nephews?,4.92313,0.311788,0.832852,0.251055,114.1,63.22,0
304,qz_620,"In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day?",3.167912,0.183841,0.899026,0.639345,193.5,6.88,1
305,qz_621,Who had a top ten hit in 1988 with Valentine?,5.122378,0.295182,0.823433,0.409092,175.8,17.0,1
306,qz_644,What is the second most common word in written English?,5.065292,0.528028,0.747166,0.194626,111.4,63.71,0
307,qz_647,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",3.788213,0.398334,0.777612,0.3511,101.9,82.07,0
308,qz_664,"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?",4.780744,0.389933,0.828049,0.397545,135.6,67.87,0
309,qz_666,"What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease?",5.028192,0.307168,0.832889,0.338577,146.1,71.37,0
310,qz_685,"Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep?",-3.676284,0.062858,0.970343,0.844921,200.4,1.9,0
311,qz_688,"Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?",5.282294,0.419849,0.79386,0.36852,207.4,26.45,1
312,qz_690,Which type of animal was Robin Hood in the Disney cartoon film 'Robin Hood'?,1.793586,0.145633,0.923323,0.35282,134.8,56.47,0
313,qz_726,Who provided the voice for Bob The Builder on his number one hit Can We Fix It?,5.217498,0.597069,0.716316,0.373463,212.7,17.04,1
314,qz_735,Which actor received 4 million dollars for his 10 minutes on screen in the film Superman?,1.772128,0.210962,0.890447,0.64941,207.3,19.64,1
315,qz_737,"Who directed the films Thelma and Louise, Hannibal and Black Hawk Down?",3.498571,0.409177,0.813422,0.284555,127.9,85.92,0
316,qz_755,"Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell?",4.840919,0.248204,0.864305,0.503615,180.2,8.3,0
317,qz_757,"In cricket, what is the score of 111 known as?",4.679088,0.54989,0.726411,0.332069,115.6,71.95,0
318,qz_832,"Who wrote the novels About A Boy, How To Be Good and High Fidelity?",4.67675,0.239683,0.865862,0.448338,164,18.55,0
319,qz_845,"With which game would you use a squidger, a circular disc between 25mm and 51 mm?",5.140703,0.446077,0.759564,0.305498,165.6,37.88,1
320,qz_847,The melody for which famous song was written by sisters and school teachers Patty and Mildred Hill in Kentucky in 1893?,4.847267,0.420945,0.787838,0.308395,177.3,24.36,1
321,qz_848,What is the most common pub name in the UK?,5.094093,0.556176,0.736209,0.317514,113.7,75.93,1
322,qz_860,What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield?,4.829439,0.279894,0.844845,0.464672,194.6,7.86,0
323,qz_866,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",4.28713,0.380481,0.810608,0.315148,146,49.39,1
324,qz_871,Which fruit can go in the middle of the word aped to make a new word?,5.258915,0.545743,0.73417,0.291295,141.8,50.51,0
325,qz_881,How many scottish football league teams names end in United?,3.817692,0.655705,0.666408,0.119557,68.4,63.97,1
326,qz_921,Who had a top ten hit in the UK with Cupid in 1961?,4.196692,0.364007,0.828597,0.400655,168.9,18.16,1
327,qz_941,The theme tune to which TV show starts with the line Stick a pony in me pocket?,4.829657,0.445797,0.769962,0.33854,184.4,16.59,1
328,qz_952,What word is given to a point in tennis which has to be replayed?,5.297404,0.382954,0.796765,0.426779,168.9,12.02,1
329,qz_1032,How many episodes of Prisoner: Cell Block H were made?,5.106928,0.591717,0.692069,0.349824,191.6,13.99,1
330,qz_1046,Who is the last English-born player to win the men's singles title at Wimbledon?,4.173919,0.247244,0.867534,0.573025,181.6,17.67,0
331,qz_1047,"Which famous painter's surname was Harmenzoon van Rijn which translated as son of Harmen, of the Rhine?",0.541301,0.304105,0.845058,0.449094,138,65.35,0
332,qz_1064,"In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze?",4.415399,0.232532,0.878021,0.398783,176.9,13.71,0
333,qz_1074,"In years and days, how old was Luigina Giavotti when she won a silver medal in gymnastics in 1928, and is still the youngest medal winner today?",5.603276,0.456547,0.770366,0.431676,192.1,23.19,1
334,qz_1086,Which Eastenders actor has played the policeman Nick Rowan on TV?,5.178872,0.466225,0.755302,0.326707,208.4,16.51,1
335,qz_1098,"What type of animal was Boris, the subject of a song by The Who?",2.168523,0.181454,0.909725,0.607391,154.6,26.21,0
336,qz_1111,Which brand of beer does Homer Simpson drink regularly?,5.431613,0.381694,0.816133,0.349047,151.4,52.2,1
337,qz_1112,From which animal does Haggis come?,5.21534,0.407356,0.777319,0.275095,144.8,47.74,0
338,qz_1128,"In which country was Marie Curie born? Poland, Austria or Switzerland?",5.403467,0.403206,0.767083,0.441348,174.9,32.15,0
339,qz_1130,"What is the most common blood type in humans? A, B or O?",3.853934,0.219687,0.886567,0.643694,141.4,12.1,0
340,qz_1139,Which P is the correct technical term for the art of making and displaying fireworks?,4.330084,0.311833,0.870626,0.381134,171.8,57.32,0
341,qz_1141,Which King did Guy Fawkes attempt to kill with his gunpowder plot?,4.039466,0.327823,0.810333,0.331073,183.2,23.42,0
342,qz_1173,In which film was the song White Christmas first sung?,5.196075,0.414349,0.771749,0.343114,190.9,23.51,0
343,qz_1178,Which Pop Idol had a number one hit in 2004 called All This Time?,5.269729,0.209026,0.891392,0.254332,174.8,48.76,1
344,qz_1189,"Which Channel 4 TV show's presenters included Mark Lamarr, Amanda De Cadenet and Terry Christian?",5.189893,0.42024,0.778099,0.379422,208.6,11.48,1
345,qz_1191,What is the name of the device made of wood and horsehair that is used to play a violin?,3.599723,0.150772,0.915797,0.71235,172.4,8.76,0
346,qz_1197,What colour is the bottom stripe on the U.S. flag?,5.350835,0.244218,0.868924,0.346463,138.9,48.04,0
347,qz_1221,What is the name given to the largest bee in a hive?,2.911567,0.352942,0.856311,0.597486,138.9,48.26,0
348,qz_1230,Who won the Ladies singles title at Wimbledon in 2004?,5.617354,0.248192,0.871396,0.612096,176.2,12.4,0
349,qz_1249,What is the alcoholic ingredient of Irish coffee?,5.055043,0.444365,0.763478,0.327945,163.3,54.34,0
350,qz_1291,In which year did St George die?,5.392186,0.435382,0.767794,0.3378,169.3,9.94,0
351,qz_1345,What are the names of the Four Horseman of the Apocalypse?,4.918643,0.315839,0.834778,0.438506,172.2,44.84,0
352,qz_1354,Who is the Vice-President for George W Bush?,3.69951,0.493344,0.770608,0.219294,108.5,75.8,0
353,qz_1357,"Which film sees Clint Eastwood, Tommy Lee Jones, James Garner and Donald Sutherland as retired astronauts?",3.650584,0.361093,0.846979,0.403835,185.5,62.3,1
354,qz_1380,"In a standard deck of cards, how many Kings have a moustache?",2.317167,0.728271,0.685998,0.170585,60.5,77.76,0
355,qz_1382,"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to what?",5.168937,0.246902,0.870038,0.372074,171.1,20.66,1
356,qz_1384,The Canary Islands are named after what animal?,5.318893,0.397681,0.795835,0.482887,207,14.0,1
357,qz_1393,In which capital city would you find Charles Bridge and Wenceslas Square?,5.428052,0.320206,0.831557,0.357855,184.7,12.22,0
358,qz_1417,What was the surname of the woman who was the inspiration behind the Rolling Stones song Angie?,4.791503,0.478822,0.764721,0.34829,181.8,30.68,1
359,qz_1429,What is the final event in a decathlon?,4.579074,0.293499,0.846267,0.472783,162,17.37,1
360,qz_1430,"Peter Simple, Jack Horner and Ben Nevis have all won which famous sporting event?",5.450368,0.387345,0.798215,0.226914,197.5,13.86,0
361,qz_1453,What is the largest city in Turkey?,0.698698,0.657627,0.645447,0.403299,85.3,81.58,0
362,qz_1516,Who bought Chelsea football club for £1 in 1982?,5.132711,0.368722,0.810463,0.427717,193.2,17.34,0
363,qz_1545,"In 1998, which director's Oscar acceptance speech included the line I'm king of the world?",5.339253,0.361536,0.812767,0.309053,194,21.2,0
364,qz_1572,What nationality was the painter Vincent Van Gogh?,5.389708,0.212478,0.883146,0.536444,177.9,12.11,0
365,qz_1603,Which film features the characters Sally Albright and Harry Burns?,5.206043,0.32819,0.827985,0.396264,186.6,18.48,0
366,qz_1631,Which act won the Eurovision Song Contest for the United Kingdom singing Love Shine A Light?,4.766068,0.299144,0.849069,0.629863,229,8.81,1
367,qz_1665,Which English word comes from an old French word meaning sour wine?,5.094886,0.365781,0.81338,0.346077,163.5,19.52,0
368,qz_1670,"Which team beat American Samoa 31-0 in a qualifying match for the 2002 World Cup, but still failed to qualify?",5.103061,0.335583,0.824044,0.413307,195,15.81,1
369,qz_1684,What was the name of Roland Rat's gerbil friend?,5.25696,0.572059,0.693832,0.198502,102.5,69.05,0
370,qz_1690,Which animal has the longest gestation period at around 22 months?,1.895377,0.160573,0.912118,0.314572,138.9,56.93,0
371,qz_1693,What name is given to the home of a beaver?,4.051257,0.235934,0.872403,0.482771,143.2,9.74,0
372,qz_1720,What name is given to a baby marsupial?,3.924316,0.227098,0.874158,0.3891,129.2,33.05,0
373,qz_1725,Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise?,5.70301,0.402552,0.78978,0.276437,187.4,32.16,1
374,qz_1730,What type of animal is the star of the 2005 film Racing Stripes?,3.806335,0.17728,0.903979,0.32756,140.6,36.11,0
375,qz_1745,Author Dick Francis is famous for writing novels based around which sport?,5.307446,0.376169,0.80374,0.285898,173.5,23.93,1
376,qz_1794,Which Scottish newspaper features the Broons and Oor Wullie?,4.432532,0.216066,0.886115,0.537896,179.9,29.7,0
377,qz_1797,Which famous book features the character of Bob Cratchit?,4.102987,0.1905,0.894833,0.585691,188.3,10.49,0
378,qz_1800,Which act has had more Christmas number one singles than any other?,3.302025,0.176699,0.901632,0.687252,174.1,8.05,0
379,qz_1804,Which Christmas song includes the line It seems so long since I could say 'sister Susie sitting on a thistle'?,5.221023,0.541168,0.727854,0.212521,182,15.66,1
380,qz_1821,Which British footballer has the most number of International caps?,2.708917,0.2105,0.892364,0.575571,214.5,18.66,1
381,qz_1825,Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,5.540588,0.380254,0.801495,0.36329,171.1,33.99,0
382,qz_1834,Which song begins with the line The taxman's taken all my dough?,4.816505,0.367586,0.807313,0.353923,173.3,18.25,1
383,qz_1858,The Kray twins were convicted of the murder of George Cornell in the East End of London in 1966. What was the name of the pub in which he was shot?,4.933365,0.400902,0.789823,0.366089,179.1,12.71,1
384,qz_1872,Who composed the musical theme for the Pink Panther?,5.098749,0.401604,0.783154,0.402535,196.5,12.77,1
385,qz_1880,"Who was the cartoon adversary of Pixie and Dixie, who would often say I hate those meeces to pieces?",4.960849,0.544708,0.7475,0.171377,146.7,60.31,1
386,qz_1882,Which actress married Dennis Quaid on Valentine's Day in 1991?,4.96448,0.337784,0.823854,0.383709,186.6,16.45,0
387,qz_1915,"During Margaret Thatcher's years as Prime Minister, there were three Chancellors of the Exchequer. Geoffrey Howe and Nigel Lawson were two, but who was the other one?",5.308947,0.44305,0.766186,0.221262,195.8,24.85,0
388,qz_1918,Buddy Holly and the Big Bopper were two of the three musicians who died in a plane crash in February 1959. Who was the other one?,5.206967,0.425916,0.772109,0.346223,165,26.87,0
389,qz_1952,"Fruit, cricket and horseshoe are varieties of what type of animal?",4.931344,0.286602,0.844932,0.352343,153.5,35.63,1
390,qz_1958,"Apart from being warm blooded and giving birth to live young, what do mammals produce to differentiate them from other families of animals?",5.262941,0.416102,0.777876,0.286136,192.9,16.44,0
391,qz_2001,To which poet does Il Postino deliver mail?,5.13063,0.562028,0.696355,0.237584,150.5,53.21,0
392,qz_2018,"Which scientist was Time magazine's ""Person of the 20th Century""?",5.209892,0.309567,0.834688,0.329971,193.4,12.03,0
393,qz_2029,What was the nickname given to premiership footballer Neil Ruddock?,5.07806,0.359667,0.809237,0.415405,163.8,55.04,1
394,qz_2053,The Ducati is manufactured in which city and what country?,4.606033,0.206455,0.892735,0.510802,185.6,15.18,0
395,qz_2090,Wayne Rooney signed for Manchester United from which other Premiership Club?,4.684575,0.315246,0.838633,0.348396,214.5,20.41,0
396,qz_2111,The Yalu river forms a sort of natural border between China and which of its neighbours?,5.287168,0.302267,0.846463,0.423419,188.1,14.77,0
397,qz_2131,Which stand-up comedian presents 8 Out Of 10 Cats and Distraction?,5.226166,0.354729,0.818162,0.319153,176.9,24.96,0
398,qz_2135,"Name the game show, presented by Leslie Grantham and Melinda Messenger, where contestants were set physical and mental challenges?",-0.450165,0.071131,0.960381,0.87904,206.2,9.02,1
399,qz_2165,Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,5.257187,0.277056,0.847151,0.359314,176.3,49.32,1
400,qz_2175,For what did Einstien gat Nobel prize in Physics?,5.332338,0.649158,0.687069,0.201139,145,81.82,1
401,qz_2176,Which planet has moons named after Shakespearean characters?,5.355313,0.873929,0.60735,0.154222,120,95.28,0
402,qz_2194,"Who was part man, part machine, all cop and hailed from a futuristic Detroit?",5.695642,0.562817,0.705317,0.207968,197.6,21.62,0
403,qz_2206,Who dubbed Miss Piggy's singing voice in The Muppet Movie?,5.284905,0.562578,0.711637,0.30682,188.7,28.21,1
404,qz_2217,"Who wrote the Bourne trilogy of books, made into movies starring Matt Damon?",2.276194,0.21456,0.874692,0.412724,186.5,7.72,0
405,qz_2223,"The Bible tells of 3 wise men visiting Jesus after his birth, but in which of the Gospels does this appear?",5.372196,0.402797,0.795571,0.356242,167.3,26.5,0
406,qz_2225,"Athos and Porthos are two of the 3 musketeers, name the other one.",4.670141,0.42023,0.779208,0.273771,135.6,48.08,0
407,qz_2227,What is the name of the small fifth claw called on the side of a dog's foot ?,3.833436,0.227321,0.879214,0.61712,165.4,17.76,1
408,qz_2231,What is the name of the plastic bit on the end of shoelaces?,5.235602,0.328217,0.826572,0.430436,125.4,65.06,0
409,qz_2260,The river Danube flows into which sea?,5.053015,0.252157,0.869059,0.562022,175.1,19.61,0
410,qz_2280,Anna Nicole Smith was controversially married to which oil billionaire?,5.248934,0.408059,0.776255,0.306901,187.8,17.45,0
411,qz_2289,Wayne Rooney scored his first senior goal against which club?,5.051995,0.34948,0.817852,0.311347,192.1,20.98,1
412,qz_2291,How meny times have Liverpool won the Europion Cup?,5.028934,0.638814,0.647851,0.163291,99.8,76.7,0
413,qz_2309,The Sign Of Four was a detective story written by which author?,4.498821,0.299916,0.846585,0.45831,188.1,18.96,0
414,qz_2324,Who was the author of 'The Old Curiosity Shop'?,5.482984,0.343155,0.809768,0.431063,189.5,15.71,0
415,qz_2349,In which sport or pastime can you see nose walking?,4.905626,0.845082,0.649541,0.193646,128.5,74.12,1
416,qz_2355,What sport or pastime would you be playing if your balls were black and blue and your opponent's were red and yellow?,5.395001,0.873434,0.58026,0.118499,94.4,83.05,1
417,qz_2379,The age of the railway began in which year with the introduction of the Liverpool-Manchester line?,5.174039,0.484505,0.764342,0.368147,186.3,13.87,0
418,qz_2384,Who played Frankenstein in the 1994 film of the same name?,4.971569,0.513804,0.7444,0.306627,174.3,47.9,1
419,qz_2391,Who was the first person to sell one million records?,4.19368,0.260916,0.855358,0.41849,174.2,14.51,1
420,qz_2397,"In Greek mythology, where do righteous souls go after death?",5.087164,0.419536,0.770886,0.283976,158.7,43.21,0
421,qz_2404,What is the scientific name given to tea?,4.989999,0.196012,0.904966,0.55813,148.1,48.36,0
422,qz_2419,"In the 1999 film Stuart Little, who plays the part of Mrs Eleanor Little?",5.26938,0.337714,0.828082,0.391058,184.8,16.38,1
423,qz_2423,Suger Mice was a 1987 single for which British rock band?,5.35082,0.334481,0.81756,0.355474,161.9,11.46,1
424,qz_2426,In which decade were ZIP codes introduced in the USA?,5.285831,0.377417,0.797374,0.53002,179.4,10.64,1
425,qz_2428,What are the shape-shifting foxes of the Japanese folklore?,4.954661,0.464057,0.744582,0.34379,162.6,55.97,0
426,qz_2430,In Greek mythology who was the twin of Polydeuces?,5.108625,0.385372,0.797792,0.414604,171.5,15.39,1
427,qz_2440,Which film features the Dawes Tomes Mousley Grubbs Fidelity Fiduciary Bank?,4.423023,0.47785,0.691613,0.31947,47.3,61.85,0
428,qz_2444,What is Robin Williams character called in Good Morning Vietnam?,5.237625,0.703486,0.631915,0.146687,100.6,86.06,0
429,qz_2458,Who plays Cruella de Vil in the 1996 live action version of 101 Dalmations?,3.809385,0.459455,0.763576,0.31629,99.8,93.11,0
430,qz_2466,Who stars in the 2008 movie Seven Pounds?,4.811163,0.40847,0.785843,0.299128,145.6,63.47,0
431,qz_2471,Marilyn Monroe starred in the Seven Year Itch. Who directed it?,5.297647,0.350703,0.80962,0.337829,183.9,9.45,0
432,qz_2478,On Red Nose Day 2001 who won Celebrity Big Brother?,5.478645,0.564564,0.710488,0.207829,196.8,17.53,1
433,qz_2532,What is the name of the London Underground station in EastEnders?,5.114028,0.340755,0.825981,0.450307,207.7,12.8,0
434,qz_2537,How many runs did Donald Bradman score in his last ever test match innings?,3.744051,0.228163,0.887005,0.29658,110.3,82.98,0
435,qz_2538,"Nicknamed the cannibal, who is the only rider to have won all three jerseys in the same year in the Tour de France?",4.777263,0.255166,0.871128,0.454001,168.5,13.13,0
436,qz_2562,Whose arch nemisis is the Red Skull?,4.932716,0.355438,0.806882,0.30987,147.3,64.97,0
437,qz_2564,By what name is comic book villain Oswald Chesterfield Cobblepot better known?,4.585774,0.37044,0.794166,0.405628,180.3,11.17,0
438,qz_2567,"First appearing on TV in 1967, which detective solved all of his crimes sitting down?",5.06603,0.615254,0.699189,0.213152,160.4,65.04,1
439,qz_2589,How many times was Wyatt Earp shot?,2.625594,0.436412,0.781869,0.156969,95.2,76.39,0
440,qz_2594,Which famous cowboy was created by George W. Trendle?,2.984859,0.173126,0.902412,0.45509,170.3,13.57,1
441,qz_2601,"The pub with the longest name in the UK has how many letters in it? 55, 75 or 95?",3.952749,0.315917,0.833132,0.41022,170.2,12.8,0
442,qz_2619,Which movie starred Michael Caine as a murderous transvestite psychiatrist?,5.462587,0.420707,0.806846,0.332064,160.3,73.56,1
443,qz_2654,"In 1961, who famously scored six goals in a match but still ended up on the losing team in a FA Cup tie?",4.81031,0.434803,0.785415,0.340959,181,10.22,1
444,qz_2713,Which economist wrote The Wealth Of Nations?,4.368059,0.139424,0.913501,0.608032,198.1,15.76,0
445,qz_2717,Macbeth belonged to which royal house or dynasty?,5.503744,0.451786,0.748242,0.404385,192.5,24.67,0
446,qz_2718,"Was James II known as: James The Bald, Fiery Face, or The Red King?",5.013217,0.460281,0.766215,0.313035,140.9,70.4,0
447,qz_2749,"In Harry Potter And The Goblet Of Fire, which dragon did Harry have to defeat?",5.281994,0.3797,0.801714,0.440208,193.5,16.37,0
448,qz_2758,What is the full name of the train robber played by Phil Collins in a 1988 movie?,3.120857,0.229633,0.882022,0.622638,178.4,12.72,1
